student_id,age_at_enrollment,gender,marital_status,scholarship_holder,debtor,tuition_fees_up_to_date,curricular_units_sem1_enrolled,curricular_units_sem1_approved,curricular_units_sem2_enrolled,curricular_units_sem2_approved,gpa_sem1,gpa_sem2,family_income_inr,attendance_pct,failed_courses,dropout
STU01412,32.0,Female,Single,0.0,0.0,1.0,6.0,5.0,2.0,0.0,12.46,11.37,257747.0,34.46,5.0,0.0
STU01413,33.0,Female,Single,0.0,2.552438572341668,1.0,1.0,0.0,1.0,1.0,15.57,15.99,87885.0,99.01,5.0,0.0
STU01414,32.0,Male,Single,1.0,0.0,1.0,5.0,4.0,0.0,0.0,12.83,16.75,50000.0,61.39,3.0,0.0
STU01415,29.0,Male,Single,1.0,0.0,1.0,2.0,0.0,9.0,6.0,14.99,7.57,211589.0,-45.868283409990724,1.0,0.0
STU01416,33.0,Female,Married,1.0,0.0,1.0,7.0,5.0,5.0,2.0,4.16,8.21,50000.0,100.0,0.0,0.0
STU01417,30.0,Male,Married,1.0,0.0,1.0,1.0,0.0,5.0,5.0,13.83,8.43,745408.0,64.43,5.0,0.0
STU01418,18.0,Female,Divorced,1.0,1.0,1.0,6.0,5.0,3.0,2.0,7.95,18.11,97886.0,88.79,3.0,1.0
STU01419,21.0,Male,Married,1.0,1.0,0.0,,4.0,,3.0,14.57,9.21,50000.0,61.72,4.0,1.0
STU01420,28.0,Male,Single,1.0,0.0,1.0,3.0,,8.0,5.0,8.22,10.49,60443.0,81.72,4.0,0.0
STU01421,21.0,Male,Divorced,0.0,1.0,1.0,7.0,6.0,7.0,4.0,9.92,9.91,480810.0,55.91,2.0,1.0
STU01422,26.0,Female,Divorced,1.0,0.0,1.0,0.0,0.0,7.0,7.0,8.47,7.52,50000.0,75.9,4.0,0.0
STU01423,31.0,Female,Single,0.0,0.0,0.0,,0.0,7.0,7.0,10.5,12.02,121904.0,73.92,5.0,1.0
STU01424,27.0,Female,Widowed,0.0,1.0,1.0,1.0,0.0,2.0,2.0,10.23,13.33,73467.0,50.25,5.0,1.0
STU01425,32.0,Female,Married,0.0,0.0,1.0,5.0,5.0,4.0,2.0,14.71,12.73,432903.0,88.64,5.0,1.0
STU01426,33.0,Female,Single,0.0,0.0,-1.2500905078674132,1.0,0.0,5.0,2.0,16.35,14.59,607000.0,100.0,1.0,1.0
STU01427,25.0,Female,Single,-3.2712178956367834,-2.6652830259318736,1.0,9.0,9.0,0.0,0.0,10.17,,207380.0,96.57,2.0,0.0
STU01428,34.0,Female,Single,1.0,0.0,1.0,8.0,7.0,4.0,2.0,17.15,7.85,50000.0,78.08,3.0,0.0
STU01429,25.0,Female,Married,0.0,1.0,1.0,7.0,7.0,5.0,4.0,12.16,6.51,113019.0,46.77,2.0,
STU01430,32.0,Female,Single,0.0,0.0,0.0,9.0,9.0,1.0,1.0,3.83,10.59,660155.0,69.71,2.0,1.0
STU01431,27.0,Male,Single,0.0,0.0,,7.0,4.0,0.0,0.0,10.97,12.12,50000.0,83.84,3.0,1.0
STU01432,33.0,Male,Single,1.0,0.0,1.0,3.0,3.0,2.0,0.0,11.8,8.41,764394.0,53.57,,0.0
STU01433,26.0,Female,Married,0.0,0.0,1.0,6.0,5.0,1.0,0.0,18.89,,175900.0,95.44,1.0,3.346852037981116
STU01434,31.0,Male,Single,1.0,0.0,1.0,9.0,7.0,6.0,3.0,11.89,7.77,147770.0,-18.29590556033061,3.0,0.0
STU01435,30.0,Female,Married,0.0,0.0,1.0,,7.0,6.0,3.0,10.38,9.37,-1120214.8868353048,57.19,2.0,0.0
STU01436,,Female,Single,0.0,1.0,1.0,1.0,0.0,8.0,5.0,13.27,9.28,50000.0,32.76,0.0,-2.0538996496148174
STU01437,23.0,Male,Single,1.0,0.0,1.0,6.0,6.0,1.0,0.0,15.71,4.55,50000.0,186.96038692018277,0.0,0.0
STU01438,24.0,Male,Single,1.0,0.0,1.0,8.0,7.0,3.0,2.0,12.17,14.12,186425.0,70.6,5.0,0.0
STU01439,17.0,Male,Single,1.0,0.0,,8.0,8.0,9.0,9.0,8.25,,578779.0,69.42,0.0,0.0
STU01440,31.0,Male,Single,,0.0,1.0,1.0,1.0,4.0,1.0,13.58,15.54,143701.0,96.71,3.0,1.0
STU01441,23.0,Female,Single,0.0,0.0,0.0,9.0,7.0,3.0,0.0,12.03,8.91,299116.0,76.22,2.0,0.0
STU01442,25.0,Female,Married,1.0,0.0,1.0,5.0,2.0,8.0,5.0,11.12,9.66,50000.0,,1.0,0.0
STU01443,24.0,Male,Single,1.0,0.0,0.0,3.0,3.0,6.0,6.0,14.26,15.37,359826.0,76.29,1.0,0.0
STU01444,25.0,Male,Single,0.0,0.0,1.0,8.0,8.0,9.0,8.0,11.42,14.29,775644.0,60.86,5.0,0.0
STU01445,22.0,Male,Married,0.0,0.0,1.0,2.0,2.0,-16.340067751499685,8.0,16.78,9.28,247507.0,85.69,4.0,0.0
STU01446,33.0,Female,Single,0.0,1.0,1.0,8.0,18.800664463702162,6.0,6.0,9.23,8.78,803557.0,86.58,3.0,1.0
STU01447,29.0,Male,Widowed,0.0,0.0,1.0,6.0,6.0,0.0,0.0,12.56,11.12,293923.0,67.92,1.0,0.0
STU01448,33.0,Male,Married,0.0,0.0,1.0,3.0,0.0,5.0,2.0,11.19,7.01,125541.0,46.45,2.0,0.0
STU01449,18.0,Male,Single,0.0,0.0,0.0,6.0,4.0,5.0,5.0,4.74,10.46,240279.0,55.43,5.0,1.0
STU01450,34.0,Female,Married,0.0,0.0,1.0,7.0,5.0,9.0,6.0,10.62,11.2,204298.0,74.89,0.0,0.0
STU01451,22.0,Female,Single,0.0,0.0,1.0,5.0,4.0,3.0,0.0,6.08,13.0,255998.0,82.94,,0.0
STU01452,19.0,Male,Single,1.0,0.0,1.0,1.0,1.0,0.0,0.0,6.93,10.16,59645.0,84.56,0.0,0.0
STU01453,19.0,Female,Single,1.0,-2.2803772160415257,1.0,7.0,4.0,4.0,3.0,9.26,5.92,171383.0,86.5,2.0,0.0
STU01454,34.0,Female,Single,1.0,1.0,1.0,2.0,0.0,5.0,4.0,16.57,10.4,894695.0,69.61,5.0,-2.551430215723614
STU01455,29.0,Male,Single,0.0,0.0,1.0,2.0,1.0,2.0,0.0,10.42,7.57,643316.0,100.0,1.0,0.0
STU01456,28.0,Male,Single,0.0,0.0,0.0,5.0,5.0,6.0,4.0,14.42,13.16,172247.0,46.6,2.0,1.0
STU01457,21.0,Male,Married,1.0,0.0,1.0,4.0,4.0,0.0,0.0,14.08,3.97,-1438430.0115602359,67.55,-6.754661479764644,0.0
STU01458,17.0,Male,Married,0.0,0.0,1.0,4.0,3.0,0.0,0.0,15.53,18.09,209659.0,38.93,1.0,0.0
STU01459,23.0,Female,Single,1.0,0.0,1.0,3.0,1.0,6.0,4.0,14.4,16.49,167269.0,49.54,0.0,0.0
STU01460,20.0,Male,Widowed,0.0,1.0,1.0,9.0,7.0,6.0,6.0,16.34,19.31,110042.0,48.76,2.0,1.0
STU01461,,Male,Married,1.0,0.0,1.0,4.0,4.0,18.328751183272086,0.0,3.88,17.55,2252066.3708006945,,1.0,0.0
STU01462,30.0,Male,Single,1.0,0.0,1.0,0.0,0.0,4.0,3.0,13.31,19.06,50000.0,47.24,3.0,0.0
STU01463,30.0,Female,Single,0.0,0.0,1.0,4.0,4.0,0.0,0.0,,13.52,500539.0,160.31504119423812,3.0,1.0
STU01464,66.02023057541692,Female,Divorced,1.0,0.0,1.0,6.0,6.0,5.0,2.0,8.28,12.44,207546.0,100.0,1.0,0.0
STU01465,18.0,Male,Single,0.0,0.0,0.0,2.0,2.0,4.0,2.0,13.49,15.72,50000.0,56.22,1.0,0.0
STU01466,23.0,Male,Widowed,1.0,0.0,1.0,6.0,4.0,7.0,4.0,8.1,13.61,172663.0,70.38,0.0,0.0
STU01467,27.0,Male,Married,1.0,1.0,1.0,8.0,6.0,1.0,0.0,7.17,10.41,50000.0,73.81,3.0,1.0
STU01468,20.0,Male,Married,0.0,1.0,1.0,7.0,6.0,6.0,6.0,12.32,8.17,193581.0,95.21,2.0,0.0
STU01469,17.0,Male,Married,0.0,0.0,0.0,-14.835411300320022,5.0,2.0,1.0,8.62,17.58,76208.0,100.0,5.0,1.0
STU01470,18.0,Male,Married,,0.0,1.0,5.0,3.0,2.0,0.0,7.74,8.4,50000.0,91.63,,0.0
STU01471,24.0,Male,Married,0.0,0.0,1.0,3.0,3.0,3.0,0.0,15.85,12.9,,68.31,0.0,0.0
STU01472,32.0,Male,Single,1.0,1.0,1.0,4.0,4.0,4.0,3.0,12.34,13.51,125690.0,187.8177299061726,4.0,1.0
STU01473,30.0,Male,Single,1.0,0.0,1.0,4.0,3.0,2.0,2.0,7.84,13.26,91622.0,80.44,2.0,0.0
STU01474,17.0,Male,Single,0.0,0.0,1.0,0.0,0.0,3.0,3.0,8.16,10.05,136190.0,100.0,2.0,0.0
STU01475,30.0,Female,Single,1.0,0.0,1.0,4.0,1.0,5.0,3.0,9.48,6.68,403203.0,51.91,0.0,0.0
STU01476,20.0,Male,Married,1.0,0.0,0.0,2.0,0.0,4.0,1.0,8.92,10.19,72302.0,100.0,2.0,0.0
STU01477,31.0,Female,Single,0.0,0.0,1.0,2.0,0.0,7.0,5.0,11.7,19.4,50000.0,100.0,1.0,0.0
STU01478,31.0,Female,Single,0.0,0.0,0.0,9.0,9.0,6.0,4.0,9.52,15.6,169988.0,82.46,5.0,1.0
STU01479,33.0,Male,Single,0.0,0.0,1.0,5.0,4.0,4.0,1.0,10.3,7.57,366086.0,66.7,2.0,1.0
STU01480,17.0,Male,Single,0.0,0.0,1.0,9.0,7.0,3.0,0.0,9.8,14.64,50000.0,69.94,4.0,0.0
STU01481,23.0,Female,Single,0.0,0.0,1.0,4.0,3.0,5.0,2.0,8.55,14.7,244039.0,63.24,3.0,0.0
STU01482,33.0,Male,Single,0.0,0.0,1.0,0.0,0.0,8.0,6.0,10.09,12.64,505037.0,75.49,1.0,0.0
STU01483,33.0,Male,Married,0.0,0.0,1.0,9.0,7.0,0.0,0.0,11.83,12.51,364708.0,90.55,3.0,0.0
STU01484,28.0,Male,Married,1.0,1.0,1.0,5.0,2.0,4.0,3.0,,16.09,406317.0,93.35,4.0,1.0
STU01485,33.0,Female,Single,1.0,0.0,1.0,4.0,2.0,8.0,8.0,14.51,16.07,126754.0,73.87,4.0,0.0
STU01486,23.0,Male,Single,1.0,0.0,1.0,3.0,3.0,4.0,,3.02,15.01,253920.0,84.86,2.0,0.0
STU01487,17.0,Female,Single,1.0,0.0,1.0,6.0,6.0,6.0,6.0,3.81,14.41,335157.0,57.02,-7.7796831307588095,0.0
STU01488,31.0,Male,Single,0.0,0.0,3.355341595555869,4.0,2.0,3.0,3.0,10.91,12.85,239527.0,100.0,4.0,1.0
STU01489,25.0,Female,Single,1.0,0.0,1.0,2.0,2.0,6.0,5.0,13.31,10.2,832411.0,50.6,0.0,0.0
STU01490,59.289732357027034,Female,Single,1.0,0.0,1.0,3.0,2.0,7.0,7.0,12.95,10.38,211152.0,45.64,5.0,0.0
STU01491,26.0,Female,Single,1.0,0.0,1.0,2.0,1.0,9.0,8.0,17.02,,75394.0,59.34,1.0,0.0
STU01492,23.0,Male,Single,0.0,0.0,1.0,2.0,0.0,9.0,9.0,17.61,11.05,171691.0,,5.0,0.0
STU01493,28.0,Female,Single,0.0,0.0,1.0,0.0,0.0,2.0,1.0,10.28,15.51,50000.0,62.98,3.0,0.0
STU01494,28.0,Female,Single,1.0,0.0,1.0,0.0,0.0,2.0,0.0,8.01,17.97,-1297173.805013699,65.05,0.0,0.0
STU01495,24.0,Male,Widowed,1.0,0.0,1.0,3.0,0.0,7.0,4.0,9.71,14.14,976737.0,63.53,5.0,0.0
STU01496,33.0,Male,Single,0.0,1.0,0.0,9.0,8.0,7.0,5.0,2.98,7.61,,57.42,2.0,1.0
STU01497,17.0,Female,Married,0.0,0.0,1.0,9.0,9.0,7.0,7.0,13.83,15.08,696903.0,66.85,0.0,0.0
STU01498,26.0,Female,Married,1.0,0.0,1.0,7.0,4.0,8.0,8.0,13.43,7.96,565519.0,79.21,3.0,0.0
STU01499,32.0,Female,Single,,1.0,1.0,5.0,5.0,6.0,4.0,9.9,13.3,50000.0,72.38,0.0,1.0
STU01500,19.0,Female,Married,-3.381544811502522,0.0,1.0,7.0,7.0,2.0,1.0,12.61,12.92,155475.0,66.13,14.902676904308638,0.0
STU01501,32.0,Male,Single,0.0,1.0,1.0,3.0,-9.882781374170209,2.0,0.0,16.09,6.38,60206.0,100.0,5.0,1.0
STU01502,29.0,Male,Single,0.0,0.0,1.0,2.0,0.0,9.0,6.0,7.33,17.48,-1003944.6627704515,100.0,3.0,0.0
STU01503,29.0,Female,Single,0.0,0.0,1.0,2.0,0.0,1.0,0.0,8.61,11.4,1265269.0,60.68,5.0,1.0
STU01504,20.0,Female,Married,0.0,0.0,1.0,1.0,0.0,2.0,0.0,16.56,20.0,211039.0,70.71,5.0,0.0
STU01505,29.0,Female,Single,0.0,0.0,0.0,2.0,1.0,4.0,2.0,10.51,7.77,652985.0,100.0,3.0,0.0
STU01506,32.0,Male,Single,1.0,1.0,1.0,4.0,3.0,6.0,5.0,7.06,9.17,244355.0,70.76,3.0,0.0
STU01507,28.0,Male,Married,0.0,1.0,1.0,3.0,2.0,5.0,2.0,3.26,12.04,60879.0,45.35,2.0,1.0
STU01508,32.0,Male,Single,0.0,0.0,0.0,9.0,6.0,7.0,,15.09,12.37,155220.0,66.21,1.0,1.0
STU01509,17.0,Female,Single,1.0,1.0,1.0,6.0,6.0,0.0,,15.44,39.475358040713395,360799.0,32.81,4.0,1.0
STU01510,19.0,Male,Married,1.0,1.0,1.0,7.0,6.0,0.0,0.0,15.8,14.69,373376.0,80.54,4.0,1.0
STU01511,29.0,Female,Married,0.0,0.0,1.0,6.0,3.0,1.0,0.0,14.07,8.16,50000.0,82.47,0.0,0.0
STU01512,22.0,Female,Married,1.0,0.0,1.0,-13.659737028191095,8.0,1.0,1.0,13.62,15.05,684588.0,68.56,5.0,0.0
STU01513,22.0,Female,Married,0.0,0.0,1.0,8.0,7.0,4.0,2.0,15.48,9.38,86696.0,,2.0,0.0
STU01514,26.0,Male,Married,0.0,0.0,1.0,4.0,3.0,7.0,7.0,7.12,5.09,50000.0,,0.0,0.0
STU01515,21.0,Male,Married,0.0,1.0,1.0,2.0,1.0,3.0,2.0,14.46,10.26,253874.0,82.8,5.0,3.1588657931096176
STU01516,24.0,Male,Single,1.0,0.0,1.0,9.0,9.0,4.0,4.0,3.67,17.04,50000.0,56.17,2.0,0.0
STU01517,27.0,Male,Single,0.0,0.0,1.0,0.0,0.0,6.0,4.0,12.46,12.76,62626.0,90.96,2.0,0.0
STU01518,19.0,Male,Single,1.0,0.0,1.0,0.0,0.0,4.0,2.0,19.46,12.51,201342.0,91.55,0.0,0.0
STU01519,24.0,Male,Divorced,1.0,0.0,1.0,-14.900624307803131,1.0,8.0,5.0,11.03,11.96,50000.0,57.19,2.0,0.0
STU01520,,Female,Married,0.0,0.0,1.0,7.0,4.0,,8.0,15.18,5.82,216202.0,66.63,3.0,1.0
STU01521,27.0,Male,Single,1.0,0.0,,7.0,7.0,4.0,,13.94,14.02,254579.0,63.89,5.0,1.0
STU01522,34.0,Male,Single,1.0,0.0,1.0,0.0,0.0,3.0,3.0,12.42,12.72,66186.0,75.46,4.0,0.0
STU01523,22.0,Male,Single,0.0,1.0,1.0,2.0,0.0,1.0,0.0,13.54,14.04,50000.0,65.25,1.0,1.0
STU01524,25.0,Female,Divorced,1.0,0.0,1.0,5.0,2.0,3.0,3.0,11.61,17.65,529870.0,100.0,1.0,0.0
STU01525,33.0,Female,Married,0.0,0.0,1.0,0.0,0.0,5.0,3.0,6.15,8.32,50000.0,46.65,4.0,1.0
STU01526,27.0,Female,Married,0.0,2.509235640654826,1.0,3.0,0.0,1.0,0.0,8.84,16.39,50000.0,66.65,,1.0
STU01527,19.0,Male,Married,1.0,0.0,1.0,3.0,1.0,9.0,-11.964526289389601,14.49,,76058.0,62.98,1.0,0.0
STU01528,-12.710084001450873,Male,Widowed,0.0,0.0,1.0,0.0,0.0,2.0,2.0,13.45,18.24,50000.0,71.56,0.0,0.0
STU01529,25.0,Female,Single,1.0,0.0,1.0,7.0,7.0,6.0,3.0,11.54,5.14,1136557.0,92.21,4.0,0.0
STU01530,25.0,Male,Widowed,0.0,0.0,1.0,5.0,5.0,6.0,4.0,11.73,13.02,50000.0,76.7,1.0,0.0
STU01531,33.0,Female,Single,1.0,0.0,1.0,2.0,2.0,-16.126090539785288,1.0,14.14,6.24,166874.0,81.91,1.0,0.0
STU01532,19.0,Male,Single,1.0,,1.0,6.0,6.0,9.0,7.0,10.49,12.1,161844.0,82.57,3.0,0.0
STU01533,28.0,Male,Single,0.0,0.0,1.0,25.32837430636317,5.0,2.0,2.0,10.3,19.54,275869.0,67.14,2.0,0.0
STU01534,17.0,Female,Married,0.0,0.0,0.0,7.0,4.0,0.0,0.0,9.33,12.23,87993.0,,1.0,0.0
STU01535,25.0,Male,Widowed,1.0,1.0,1.0,22.897835261303708,0.0,4.0,3.0,16.08,6.89,50000.0,18.19,2.0,0.0
STU01536,27.0,Female,Single,1.0,0.0,1.0,0.0,0.0,3.0,0.0,9.55,15.53,413552.0,-36.006374006007775,3.0,0.0
STU01537,19.0,Female,Single,1.0,0.0,1.0,3.0,1.0,5.0,4.0,11.57,8.41,217470.0,58.04,2.0,0.0
STU01538,27.0,Male,Single,0.0,0.0,1.0,5.0,2.0,8.0,5.0,12.69,9.82,324360.0,75.83,3.0,0.0
STU01539,22.0,Female,Married,1.0,1.0,1.0,5.0,4.0,7.0,6.0,6.02,12.58,132098.0,44.94,0.0,0.0
STU01540,29.0,Male,Single,0.0,0.0,1.0,2.0,1.0,6.0,3.0,5.3,11.75,75327.0,100.0,2.0,0.0
STU01541,32.0,Male,Married,0.0,0.0,1.0,5.0,4.0,7.0,6.0,6.8,11.57,105676.0,60.39,1.0,0.0
STU01542,21.0,Female,Single,0.0,1.0,0.0,0.0,0.0,2.0,1.0,9.39,17.42,607969.0,85.96,2.0,1.0
STU01543,30.0,Female,Married,0.0,0.0,1.0,3.0,3.0,0.0,0.0,13.9,10.04,50000.0,98.6,-4.563606395305324,0.0
STU01544,29.0,Female,Divorced,1.0,0.0,1.0,9.0,6.0,3.0,1.0,,11.2,1045653.0,34.99,5.0,1.0
STU01545,32.0,Female,Single,0.0,0.0,0.0,8.0,5.0,6.0,3.0,12.85,7.1,91443.0,72.13,1.0,1.0
STU01546,20.0,Female,Married,0.0,0.0,1.0,,4.0,3.0,-12.57893854194601,4.64,2.91,216286.0,99.05,5.0,0.0
STU01547,22.0,Female,Single,1.0,0.0,1.0,2.0,2.0,3.0,0.0,13.69,5.54,256351.0,99.8,0.0,0.0
STU01548,19.0,Female,Married,1.0,0.0,1.0,5.0,3.0,1.0,0.0,17.03,11.49,262088.0,35.92,1.0,0.0
STU01549,28.0,Male,Single,1.0,0.0,1.0,0.0,0.0,5.0,5.0,13.31,7.15,211900.0,53.26,2.0,0.0
STU01550,31.0,Male,Single,1.0,0.0,1.0,8.0,5.0,9.0,8.0,6.25,11.29,826026.0,73.86,0.0,0.0
STU01551,31.0,Male,Married,0.0,1.0,0.0,0.0,0.0,6.0,3.0,12.01,17.07,124687.0,90.09,3.0,1.0
STU01552,29.0,Male,Married,-3.429304687199031,0.0,1.0,6.0,5.0,1.0,1.0,12.32,9.15,274690.0,86.97,1.0,0.0
STU01553,19.0,Male,Divorced,1.0,1.0,1.0,8.0,6.0,1.0,,7.95,16.74,354530.0,66.76,2.0,0.0
STU01554,24.0,Female,Married,1.0,1.0,1.0,8.0,5.0,0.0,0.0,5.48,13.8,850442.0,82.47,4.0,
STU01555,17.0,Female,Single,1.0,0.0,1.0,6.0,4.0,9.0,7.0,20.0,8.3,491159.0,87.84,3.0,0.0
STU01556,31.0,Male,Married,0.0,0.0,1.0,0.0,0.0,5.0,3.0,11.56,13.98,276478.0,73.52,5.0,1.0
STU01557,29.0,Female,Married,1.0,0.0,1.0,3.0,2.0,1.0,0.0,11.66,15.47,417864.0,33.6,4.0,0.0
STU01558,29.0,Female,Divorced,1.0,-1.7658187736433364,1.0,6.0,3.0,9.0,7.0,8.7,19.59,370201.0,100.0,4.0,0.0
STU01559,25.0,Female,Married,,0.0,0.0,4.0,2.0,5.0,5.0,8.12,11.94,197545.0,65.31,1.0,0.0
STU01560,19.0,Female,Married,0.0,0.0,0.0,2.0,1.0,5.0,3.0,13.49,7.82,50000.0,84.32,3.0,1.0
STU01561,25.0,Male,Single,1.0,0.0,1.0,8.0,7.0,5.0,3.0,17.04,17.05,811213.0,42.82,5.0,0.0
STU01562,29.0,Female,Single,1.0,0.0,1.0,6.0,6.0,2.0,0.0,16.94,15.32,75490.0,57.88,0.0,0.0
STU01563,24.0,Male,Single,0.0,0.0,1.0,4.0,2.0,5.0,5.0,19.18,14.09,406377.0,,2.0,0.0
STU01564,28.0,Male,Single,0.0,1.0,1.0,5.0,5.0,7.0,7.0,17.54,7.4,142676.0,74.63,1.0,1.0
STU01565,23.0,Male,Married,0.0,0.0,1.0,8.0,8.0,5.0,4.0,11.54,8.31,295324.0,69.33,4.0,0.0
STU01566,21.0,Female,Single,0.0,0.0,1.0,2.0,2.0,4.0,4.0,11.77,18.3,94820.0,73.23,3.0,0.0
STU01567,26.0,Male,Single,0.0,0.0,1.0,5.0,5.0,2.0,24.7688645153398,11.24,11.15,200112.0,48.05,3.0,0.0
STU01568,25.0,Female,Single,0.0,0.0,1.0,,6.0,,1.0,13.45,17.27,708311.0,82.04,4.0,0.0
STU01569,23.0,Female,Married,0.0,1.0,1.0,0.0,0.0,4.0,1.0,10.45,-18.58479236953253,296380.0,67.74,5.0,1.0
STU01570,20.0,Male,Divorced,0.0,0.0,1.0,4.0,,2.0,0.0,13.54,10.08,88456.0,74.04,0.0,0.0
STU01571,23.0,Female,Single,0.0,0.0,0.0,4.0,2.0,4.0,2.0,11.21,9.23,557333.0,49.96,0.0,0.0
STU01572,21.0,Female,Divorced,0.0,0.0,1.0,2.0,0.0,9.0,9.0,7.41,9.22,721263.0,78.67,4.0,0.0
STU01573,30.0,Female,Single,1.0,1.0,1.0,3.0,16.823185917966125,0.0,0.0,20.0,15.52,63409.0,64.25,3.0,1.0
STU01574,20.0,Female,Single,0.0,0.0,1.0,1.0,0.0,3.0,1.0,8.62,,219289.0,51.43,2.0,0.0
STU01575,27.0,Male,Single,0.0,0.0,1.0,6.0,3.0,8.0,5.0,18.89,14.43,489595.0,80.78,1.0,0.0
STU01576,21.0,Male,Single,0.0,0.0,,5.0,15.07974510303546,9.0,7.0,12.39,13.9,451249.0,72.54,5.0,0.0
STU01577,24.0,Female,Single,1.0,0.0,1.0,2.0,1.0,2.0,,17.22,16.79,353072.0,149.8871170840848,3.0,0.0
STU01578,25.0,Female,Single,1.0,0.0,1.0,,5.0,2.0,2.0,20.0,19.44,50000.0,63.76,5.0,0.0
STU01579,34.0,Female,Married,0.0,0.0,1.0,26.849165621632704,1.0,6.0,4.0,6.8,10.03,72512.0,94.07,0.0,0.0
STU01580,32.0,Female,Single,1.0,0.0,1.0,4.0,1.0,1.0,0.0,16.33,12.79,370414.0,36.14,0.0,0.0
STU01581,25.0,Male,Married,0.0,0.0,-1.4627947883922965,9.0,9.0,2.0,,16.04,3.0,310140.0,72.09,3.0,0.0
STU01582,53.307376832051865,Male,Divorced,0.0,0.0,1.0,8.0,8.0,7.0,4.0,9.79,16.65,1289567.0,73.93,3.0,0.0
STU01583,20.0,Female,Divorced,1.0,0.0,1.0,9.0,8.0,9.0,6.0,8.7,11.72,50000.0,77.35,1.0,0.0
STU01584,34.0,Male,Married,0.0,0.0,1.0,5.0,5.0,7.0,4.0,16.61,11.98,381279.0,81.89,2.0,0.0
STU01585,17.0,Male,Single,0.0,,0.0,8.0,8.0,9.0,6.0,11.32,11.91,50000.0,96.47,4.0,1.0
STU01586,32.0,Male,Single,1.0,0.0,1.0,1.0,0.0,9.0,9.0,10.34,8.91,177957.0,100.0,4.0,0.0
STU01587,30.0,Male,Single,0.0,0.0,3.3372635524198104,2.0,0.0,6.0,4.0,9.22,17.03,203854.0,69.77,2.0,0.0
STU01588,22.0,Male,Divorced,0.0,0.0,1.0,7.0,7.0,3.0,16.340051744624247,15.7,12.07,50000.0,65.45,5.0,0.0
STU01589,23.0,Female,Single,1.0,0.0,1.0,5.0,5.0,0.0,0.0,0.94,20.0,50000.0,-44.29440783874871,4.0,0.0
STU01590,19.0,Female,Single,0.0,0.0,1.0,3.0,3.0,1.0,1.0,3.88,3.46,586657.0,48.29,5.0,1.0
STU01591,22.0,Male,Married,0.0,0.0,1.0,9.0,9.0,4.0,2.0,4.18,17.75,100154.0,83.96,4.0,0.0
STU01592,30.0,Female,Single,1.0,0.0,1.0,9.0,9.0,-14.774182245218007,5.0,11.28,12.27,56017.0,47.67,3.0,0.0
STU01593,21.0,Female,Widowed,0.0,0.0,0.0,0.0,0.0,6.0,,7.87,18.23,66440.0,89.71,0.0,
STU01594,28.0,Male,Single,0.0,1.0,1.0,3.0,3.0,4.0,,15.83,12.89,130089.0,98.15,4.0,1.0
STU01595,32.0,Female,Married,0.0,0.0,1.0,5.0,4.0,1.0,1.0,13.68,14.9,163895.0,-68.90565173886054,4.0,0.0
STU01596,32.0,Female,Single,1.0,0.0,1.0,9.0,7.0,1.0,0.0,8.71,19.66,198835.0,93.23,0.0,0.0
STU01597,18.0,Male,Married,0.0,1.0,1.0,1.0,0.0,4.0,-11.333864968102448,14.34,8.88,-1662759.0716371904,65.2,0.0,1.0
STU01598,,Male,Married,0.0,0.0,1.0,3.0,2.0,2.0,0.0,11.08,11.3,170462.0,80.68,3.0,
STU01599,32.0,Female,Single,0.0,1.0,0.0,8.0,7.0,7.0,4.0,,14.64,186835.0,65.4,5.0,1.0
STU01600,23.0,Male,Married,1.0,0.0,1.0,8.0,5.0,4.0,1.0,8.53,12.18,87970.0,77.44,1.0,0.0
STU01601,25.0,Male,Married,0.0,0.0,0.0,1.0,0.0,2.0,,14.32,12.7,152731.0,100.0,2.0,1.0
STU01602,24.0,Male,Married,,1.0,2.7526396755528095,5.0,5.0,5.0,5.0,14.0,13.46,,100.0,1.0,1.0
STU01603,21.0,Male,Single,0.0,0.0,1.0,7.0,4.0,0.0,0.0,17.22,15.75,178501.0,86.66,5.0,1.0
STU01604,33.0,Female,Single,1.0,1.0,1.0,9.0,9.0,8.0,7.0,8.21,12.25,64789.0,89.23,0.0,1.0
STU01605,30.0,Female,Single,1.0,0.0,1.0,3.0,2.0,,6.0,13.56,9.27,55533.0,100.0,2.0,0.0
STU01606,24.0,Male,Single,1.0,0.0,1.0,2.0,,7.0,6.0,12.42,10.38,185826.0,52.74,1.0,0.0
STU01607,3.650604831927577,Female,Single,4.2618920600930075,0.0,1.0,1.0,,4.0,3.0,10.38,14.11,50000.0,59.79,4.0,0.0
STU01608,18.0,Female,Married,1.0,1.0,1.0,8.0,7.0,6.0,,10.68,6.07,628434.0,100.0,2.0,1.0
STU01609,30.0,Female,Single,1.0,0.0,1.0,9.0,9.0,0.0,0.0,13.35,11.88,326030.0,72.74,3.0,0.0
STU01610,23.0,Male,Widowed,1.0,0.0,1.0,9.0,6.0,8.0,7.0,13.74,11.7,50000.0,98.33,0.0,0.0
STU01611,17.0,Male,Married,0.0,0.0,0.0,5.0,3.0,4.0,3.0,9.24,15.96,-1565862.7957647457,57.59,1.0,1.0
STU01612,30.0,Female,Single,1.0,0.0,1.0,6.0,4.0,5.0,5.0,16.46,7.37,83557.0,95.57,0.0,0.0
